Orthogroup	Ce_transcript	Ct_transcript
OG0011217	transcript_B0024.10.1	transcript_NIC58.8573.2
OG0011218	transcript_B0024.11.1	transcript_NIC58.8572.1
OG0011219	transcript_B0024.12.1	transcript_NIC58.8571.1
OG0011220	transcript_B0024.13.1	transcript_NIC58.8570.1
OG0011221	transcript_B0024.14b.1	transcript_NIC58.8569.1
OG0011222	transcript_K07C5.1.1	transcript_NIC58.8568.1
OG0011223	transcript_K07C5.2.1	transcript_NIC58.8567.2
OG0011224	transcript_K07C5.7.1	transcript_NIC58.8564.2
OG0011225	transcript_K07C5.8b.1	transcript_NIC58.8563.2
OG0011226	transcript_AC3.5a.1	transcript_NIC58.8559.1
OG0011227	transcript_AC3.6.1	transcript_NIC58.8557.1
OG0011228	transcript_F15H10.7.1	transcript_NIC58.8552.1
OG0011229	transcript_F15H10.12.1	transcript_NIC58.8548.1
OG0011230	transcript_F15H10.4.1	transcript_NIC58.8545.1
OG0011231	transcript_Y32F6A.4.2	transcript_NIC58.8544.1
OG0011232	transcript_Y32F6A.1.2	transcript_NIC58.8542.1
OG0011233	transcript_Y32F6A.2.1	transcript_NIC58.8543.1
OG0011234	transcript_Y32F6A.5b.1	transcript_NIC58.8540.1
OG0011235	transcript_F22E12.1.1	transcript_NIC58.8539.2
OG0011236	transcript_F22E12.2.1	transcript_NIC58.8538.1
OG0011237	transcript_F22E12.4a.1	transcript_NIC58.8537.1
OG0011238	transcript_Y32F6B.3.1	transcript_NIC58.8536.1
OG0011239	transcript_Y32F6B.1.1	transcript_NIC58.8535.1
OG0011240	transcript_Y32F6B.2.1	transcript_NIC58.8534.1
OG0011241	transcript_C35A5.4.1	transcript_NIC58.13833.1
OG0011242	transcript_C35A5.11a.1	transcript_NIC58.8531.1
OG0011243	transcript_C35A5.10.1	transcript_NIC58.8530.1
OG0011244	transcript_C35A5.6a.1	transcript_NIC58.8529.1
OG0011245	transcript_C35A5.7.1	transcript_NIC58.8528.2
OG0011246	transcript_C35A5.8.1	transcript_NIC58.8500.2
OG0011247	transcript_C35A5.9.1	transcript_NIC58.8501.1
OG0011248	transcript_F25D1.3.1	transcript_NIC58.8502.1
OG0011249	transcript_F25D1.2.1	transcript_NIC58.8503.1
OG0011250	transcript_F25D1.1a.1	transcript_NIC58.8504.4
OG0011251	transcript_F25D1.4.1	transcript_NIC58.8505.1
OG0011252	transcript_F32G8.1.1	transcript_NIC58.8507.1
OG0011253	transcript_F32G8.3.1	transcript_NIC58.8509.1
OG0011254	transcript_F32G8.4.1	transcript_NIC58.8510.1
OG0011255	transcript_F32G8.5.1	transcript_NIC58.8511.1
OG0011256	transcript_F32G8.6.1	transcript_NIC58.8512.1
OG0011257	transcript_T21C9.2a.1	transcript_NIC58.8513.1
OG0011258	transcript_T21C9.3b.1	transcript_NIC58.8514.1
OG0011259	transcript_T21C9.1b.1	transcript_NIC58.8515.2
OG0011260	transcript_T21C9.4.1	transcript_NIC58.8516.1
OG0011261	transcript_T21C9.5a.1	transcript_NIC58.8517.1
OG0011262	transcript_T21C9.6.1	transcript_NIC58.8518.1
OG0011263	transcript_T21C9.9.1	transcript_NIC58.8520.1
OG0011264	transcript_T21C9.11.1	transcript_NIC58.8521.1
OG0011265	transcript_T21C9.12a.1	transcript_NIC58.8522.2
OG0011266	transcript_H27A22.1b.1	transcript_NIC58.8523.1
OG0011267	transcript_H09F14.1b.1	transcript_NIC58.8524.1
OG0011268	transcript_C32C4.5a.1	transcript_NIC58.8525.1
OG0011269	transcript_C32C4.1h.1	transcript_NIC58.8526.1
OG0011270	transcript_C32C4.3c.1	transcript_NIC58.8527.1
OG0011271	transcript_C32C4.2c.1	transcript_NIC58.8499.1
OG0011272	transcript_F29F11.3.1	transcript_NIC58.8497.2
OG0011273	transcript_F29F11.1.1	transcript_NIC58.8496.1
OG0011274	transcript_F29F11.4.1	transcript_NIC58.8495.2
OG0011275	transcript_F29F11.5d.1	transcript_NIC58.8494.3
OG0011276	transcript_C05A2.1.1	transcript_NIC58.8492.2
OG0011277	transcript_T28B11.1a.2	transcript_NIC58.8491.1
OG0011278	transcript_ZC302.1.2	transcript_NIC58.8490.1
OG0011279	transcript_ZC302.3.1	transcript_NIC58.8488.1
OG0011280	transcript_F28H7.11.1	transcript_NIC58.8487.1
OG0011281	transcript_F28H7.8.1	transcript_NIC58.8483.1
OG0011282	transcript_F28H7.9.1	transcript_NIC58.8482.1
OG0011283	transcript_F28H7.10a.1	transcript_NIC58.8481.2
OG0011284	transcript_D1054.1.1	transcript_NIC58.8480.1
OG0011285	transcript_D1054.3a.1	transcript_NIC58.8478.1
OG0011286	transcript_D1054.5.1	transcript_NIC58.8477.1
OG0011287	transcript_D1054.9b.1	transcript_NIC58.8475.9
OG0011288	transcript_D1054.10.1	transcript_NIC58.8474.1
OG0011289	transcript_D1054.11.1	transcript_NIC58.8473.1
OG0011290	transcript_D1054.19a.1	transcript_NIC58.8472.2
OG0011291	transcript_D1054.13b.1	transcript_NIC58.8470.1
OG0011292	transcript_D1054.15a.2	transcript_NIC58.8468.1
OG0011293	transcript_C29A12.3a.1	transcript_NIC58.8466.1
OG0011294	transcript_C29A12.4k.1	transcript_NIC58.8465.2
OG0011295	transcript_C29A12.6b.1	transcript_NIC58.8464.1
OG0011296	transcript_F53H10.2a.1	transcript_NIC58.8463.1
OG0011297	transcript_F32D8.1.1	transcript_NIC58.8462.1
OG0011298	transcript_F32D8.12a.2	transcript_NIC58.8459.2
OG0011299	transcript_F32D8.5b.1	transcript_NIC58.8457.1
OG0011300	transcript_F32D8.13b.1	transcript_NIC58.8456.2
OG0011301	transcript_F32D8.6.1	transcript_NIC58.8455.1
OG0011302	transcript_F32D8.7b.1	transcript_NIC58.8454.1
OG0011303	transcript_F32D8.9.1	transcript_NIC58.8453.1
OG0011304	transcript_F32D8.8.1	transcript_NIC58.8452.1
OG0011305	transcript_F32D8.15.1	transcript_NIC58.8451.1
OG0011306	transcript_F32D8.10.1	transcript_NIC58.8450.1
OG0011307	transcript_F58B4.2.1	transcript_NIC58.8449.1
OG0011308	transcript_F58B4.1b.1	transcript_NIC58.8448.2
OG0011309	transcript_F58B4.7.1	transcript_NIC58.8447.1
OG0011310	transcript_F58B4.6.2	transcript_NIC58.8446.1
OG0011311	transcript_F58B4.4.1	transcript_NIC58.8444.1
OG0011312	transcript_F17C11.12a.1	transcript_NIC58.8440.1
OG0011313	transcript_F17C11.17.1	transcript_NIC58.8438.4
OG0011314	transcript_F17C11.4b.1	transcript_NIC58.8436.1
OG0011315	transcript_F17C11.5.1	transcript_NIC58.8435.1
OG0011316	transcript_F17C11.7a.1	transcript_NIC58.8431.1
OG0011317	transcript_F17C11.8.1	transcript_NIC58.8432.1
OG0011318	transcript_F17C11.10.1	transcript_NIC58.8430.1
OG0011319	transcript_F17C11.9a.1	transcript_NIC58.8429.1
OG0011320	transcript_F17C11.22.1	transcript_NIC58.8428.1
OG0011321	transcript_F53B7.5b.1	transcript_NIC58.8427.2
OG0011322	transcript_F53B7.2a.1	transcript_NIC58.8426.1
OG0011323	transcript_F53B7.7.1	transcript_NIC58.8425.1
OG0011324	transcript_F53B7.3.1	transcript_NIC58.8424.1
OG0011325	transcript_F53B7.4.1	transcript_NIC58.8423.1
OG0011326	transcript_C13G3.1.1	transcript_NIC58.8422.1
OG0011327	transcript_C13G3.2.1	transcript_NIC58.8421.1
OG0011328	transcript_C13G3.3c.1	transcript_NIC58.8420.1
OG0011329	transcript_C45B11.9.1	transcript_NIC58.8414.1
OG0011330	transcript_C45B11.8.1	transcript_NIC58.8413.1
OG0011331	transcript_C45B11.5.1	transcript_NIC58.8412.2
OG0011332	transcript_C45B11.6.1	transcript_NIC58.8411.1
OG0011333	transcript_T04C12.33.1	transcript_NIC58.8407.1
OG0011334	transcript_T04C12.7.1	transcript_NIC58.8406.1
OG0011335	transcript_T04C12.11.1	transcript_NIC58.8403.1
OG0011336	transcript_T04C12.9.1	transcript_NIC58.8402.1
OG0011337	transcript_T04C12.3.1	transcript_NIC58.8401.1
OG0011338	transcript_T04C12.8.1	transcript_NIC58.8400.1
OG0011339	transcript_Y42A5A.1.1	transcript_NIC58.8394.1
OG0011340	transcript_Y42A5A.2a.1	transcript_NIC58.8396.1
OG0011341	transcript_Y42A5A.3.1	transcript_NIC58.8395.1
OG0011342	transcript_Y42A5A.4b.1	transcript_NIC58.8393.1
OG0011343	transcript_Y42A5A.5.1	transcript_NIC58.8392.1
OG0011344	transcript_H19N07.1a.1	transcript_NIC58.8391.1
OG0011345	transcript_H19N07.2k.1	transcript_NIC58.8390.4
OG0011346	transcript_H19N07.3a.1	transcript_NIC58.8389.1
OG0011347	transcript_H19N07.4a.1	transcript_NIC58.8387.2
OG0011348	transcript_C06H2.1.1	transcript_NIC58.8388.1
OG0011349	transcript_C06H2.6a.2	transcript_NIC58.8386.1
OG0011350	transcript_C06H2.2.1	transcript_NIC58.8385.1
OG0011351	transcript_C06H2.3a.1	transcript_NIC58.8384.1
OG0011352	transcript_C06H2.5b.1	transcript_NIC58.8383.3
OG0011353	transcript_C06H2.4.1	transcript_NIC58.8382.1
OG0011354	transcript_C06H2.7b.1	transcript_NIC58.8381.1
OG0011355	transcript_T19C4.7.1	transcript_NIC58.8380.1
OG0011356	transcript_T19C4.1.1	transcript_NIC58.8379.1
OG0011357	transcript_T19C4.6a.1	transcript_NIC58.8374.2
OG0011358	transcript_VK10D6R.1.1	transcript_NIC58.8373.1
OG0011359	transcript_K10D6.2b.2	transcript_NIC58.8371.2
OG0011360	transcript_K10D6.3a.1	transcript_NIC58.8370.1
OG0011361	transcript_K10D6.4b.1	transcript_NIC58.8369.4
OG0011362	transcript_T19B10.3.2	transcript_NIC58.8367.1
OG0011363	transcript_T19B10.4a.1	transcript_NIC58.8366.2
OG0011364	transcript_T19B10.5.1	transcript_NIC58.8365.2
OG0011365	transcript_T19B10.6.2	transcript_NIC58.8364.1
OG0011366	transcript_T19B10.7.2	transcript_NIC58.8363.1
OG0011367	transcript_T19B10.8.1	transcript_NIC58.8362.1
OG0011368	transcript_T19B10.11.1	transcript_NIC58.8361.1
OG0011369	transcript_T19B10.9.1	transcript_NIC58.8360.2
OG0011370	transcript_F07B10.6.1	transcript_NIC58.8358.1
OG0011371	transcript_F07B10.5.1	transcript_NIC58.8357.1
OG0011372	transcript_F07B10.1a.1	transcript_NIC58.8355.1
OG0011373	transcript_C03E10.5.1	transcript_NIC58.8349.3
OG0011374	transcript_C03E10.4.1	transcript_NIC58.8348.1
OG0011375	transcript_T03F7.5.1	transcript_NIC58.8344.1
OG0011376	transcript_T03F7.1.1	transcript_NIC58.8340.1
OG0011377	transcript_T03F7.7b.1	transcript_NIC58.8339.1
OG0011378	transcript_F47G9.3.1	transcript_NIC58.8338.1
OG0011379	transcript_F47G9.4.1	transcript_NIC58.8337.1
OG0011380	transcript_F47G9.1.1	transcript_NIC58.8336.1
OG0011381	transcript_T02E9.6.1	transcript_NIC58.8334.1
OG0011382	transcript_T02E9.5.2	transcript_NIC58.8333.1
OG0011383	transcript_T02E9.2a.1	transcript_NIC58.8332.2
OG0011384	transcript_T02E9.1.1	transcript_NIC58.8331.1
OG0011385	transcript_T02E9.3a.1	transcript_NIC58.8329.2
OG0011386	transcript_F55C10.1a.1	transcript_NIC58.8328.2
OG0011387	transcript_F55C10.5.1	transcript_NIC58.8327.1
OG0011388	transcript_K03B8.11.1	transcript_NIC58.8323.1
OG0011389	transcript_K03B8.6.1	transcript_NIC58.8321.1
OG0011390	transcript_K03B8.8.1	transcript_NIC58.8320.1
OG0011391	transcript_K03B8.7.1	transcript_NIC58.8319.1
OG0011392	transcript_K03B8.9.1	transcript_NIC58.8318.1
OG0011393	transcript_T26H10.1b.1	transcript_NIC58.8317.1
OG0011394	transcript_F57B7.1a.1	transcript_NIC58.8316.1
OG0011395	transcript_F57B7.4.1	transcript_NIC58.8304.1
OG0011396	transcript_F57B7.3.1	transcript_NIC58.8303.2
OG0011397	transcript_T11F9.2b.1	transcript_NIC58.8302.2
OG0011398	transcript_T11F9.22.1	transcript_NIC58.8296.1
OG0011399	transcript_T11F9.18.1	transcript_NIC58.8294.1
OG0011400	transcript_T11F9.12.1	transcript_NIC58.8290.1
OG0011401	transcript_C55A6.12a.1	transcript_NIC58.8289.1
OG0011402	transcript_C55A6.10c.1	transcript_NIC58.8288.2
OG0011403	transcript_C55A6.2b.1	transcript_NIC58.8287.1
OG0011404	transcript_C55A6.11.1	transcript_NIC58.8284.1
OG0011405	transcript_F38B7.1a.1	transcript_NIC58.8276.3
OG0011407	transcript_F38B7.3.1	transcript_NIC58.8281.1
OG0011408	transcript_H12C20.2.2	transcript_NIC58.8273.1
OG0011409	transcript_F35B12.9.1	transcript_NIC58.8263.1
OG0011410	transcript_F35B12.2.1	transcript_NIC58.8262.1
OG0011411	transcript_F35B12.3.1	transcript_NIC58.8261.2
OG0011412	transcript_F35B12.4.1	transcript_NIC58.8260.1
OG0011413	transcript_F35B12.5a.1	transcript_NIC58.8259.1
OG0011414	transcript_F35B12.6.1	transcript_NIC58.8258.1
OG0011415	transcript_F35B12.7.1	transcript_NIC58.8257.1
OG0011416	transcript_F35B12.8.1	transcript_NIC58.8256.1
OG0011417	transcript_F35B12.10c.1	transcript_NIC58.8255.1
OG0011418	transcript_T27F2.2e.1	transcript_NIC58.8254.1
OG0011419	transcript_T27F2.1.1	transcript_NIC58.8252.1
OG0011420	transcript_T27F2.4.1	transcript_NIC58.8251.1
OG0011421	transcript_F46F3.1a.1	transcript_NIC58.8250.2
OG0011422	transcript_F46F3.3b.1	transcript_NIC58.8249.1
OG0011423	transcript_F46F3.2.1	transcript_NIC58.8248.1
OG0011424	transcript_F46F3.4a.1	transcript_NIC58.8247.3
OG0011425	transcript_W05E10.2.1	transcript_NIC58.8246.1
OG0011426	transcript_W05E10.1.1	transcript_NIC58.8245.1
OG0011427	transcript_W05E10.5a.1	transcript_NIC58.8244.1
OG0011428	transcript_W05E10.3.1	transcript_NIC58.8243.1
OG0011429	transcript_W05E10.4b.1	transcript_NIC58.8242.1
OG0011430	transcript_B0240.3a.1	transcript_NIC58.8241.1
OG0011431	transcript_B0240.1.1	transcript_NIC58.8240.1
OG0011432	transcript_B0240.4.1	transcript_NIC58.8239.1
OG0011433	transcript_B0240.2.1	transcript_NIC58.8238.1
OG0011434	transcript_T04F3.1a.1	transcript_NIC58.8237.3
OG0011435	transcript_T04F3.2.1	transcript_NIC58.8236.1
OG0011436	transcript_T04F3.3.1	transcript_NIC58.8235.1
OG0011437	transcript_T04F3.4.1	transcript_NIC58.8234.1
OG0011438	transcript_F55A11.1.1	transcript_NIC58.8233.1
OG0011439	transcript_F55A11.2.1	transcript_NIC58.8232.1
OG0011440	transcript_F55A11.3.1	transcript_NIC58.8231.1
OG0011441	transcript_F55A11.7.1	transcript_NIC58.8229.1
OG0011442	transcript_F55A11.8a.1	transcript_NIC58.8228.1
OG0011443	transcript_D2023.1f.1	transcript_NIC58.8227.3
OG0011444	transcript_D2023.3a.1	transcript_NIC58.8226.1
OG0011445	transcript_D2023.2a.2	transcript_NIC58.8225.1
OG0011446	transcript_D2023.4.1	transcript_NIC58.8223.1
OG0011447	transcript_D2023.5.1	transcript_NIC58.8222.1
OG0011448	transcript_D2023.6.1	transcript_NIC58.8221.1
OG0011449	transcript_D2023.7.1	transcript_NIC58.8220.1
OG0011450	transcript_R13H4.1.1	transcript_NIC58.8214.1
OG0011451	transcript_R13H4.3.1	transcript_NIC58.8218.2
OG0011452	transcript_R13H4.2a.1	transcript_NIC58.8217.3
OG0011453	transcript_R13H4.8.1	transcript_NIC58.8215.2
OG0011454	transcript_R13H4.4b.1	transcript_NIC58.8213.1
OG0011455	transcript_R13H4.5.1	transcript_NIC58.8212.1
OG0011456	transcript_R13H4.7b.1	transcript_NIC58.8210.2
OG0011457	transcript_K12G11.6.1	transcript_NIC58.8198.1
OG0011458	transcript_R31.1a.1	transcript_NIC58.8197.5
OG0011459	transcript_R31.3.1	transcript_NIC58.8196.1
OG0011460	transcript_F58H1.1.1	transcript_NIC58.8194.1
OG0011461	transcript_F58H1.2.1	transcript_NIC58.8195.2
OG0011462	transcript_F58H1.3a.1	transcript_NIC58.8193.1
OG0011463	transcript_F58H1.8.1	transcript_NIC58.8192.1
OG0011464	transcript_F58H1.4.1	transcript_NIC58.8191.1
OG0011465	transcript_F58H1.5.1	transcript_NIC58.8189.2
OG0011466	transcript_F58H1.7a.1	transcript_NIC58.8188.1
OG0011467	transcript_C52E4.2c.1	transcript_NIC58.8186.1
OG0011468	transcript_C52E4.3.1	transcript_NIC58.8185.1
OG0011469	transcript_C52E4.5.1	transcript_NIC58.8183.1
OG0011470	transcript_C52E4.6a.1	transcript_NIC58.8182.1
OG0011471	transcript_C52E4.7.1	transcript_NIC58.8181.1
OG0011472	transcript_F57F5.2c.1	transcript_NIC58.8180.1
OG0011473	transcript_F57F5.1.1	transcript_NIC58.8179.1
OG0011474	transcript_F57F5.3.1	transcript_NIC58.8178.2
OG0011475	transcript_F57F5.4a.1	transcript_NIC58.8177.1
OG0011476	transcript_F57F5.5c.1	transcript_NIC58.8175.1
OG0011477	transcript_F10C2.3.1	transcript_NIC58.8176.1
OG0011478	transcript_F10C2.4.1	transcript_NIC58.8174.1
OG0011479	transcript_F10C2.7.1	transcript_NIC58.8171.1
OG0011480	transcript_R07B7.1.1	transcript_NIC58.8170.1
OG0011481	transcript_R07B7.10.1	transcript_NIC58.8165.2
OG0011482	transcript_R07B7.11.1	transcript_NIC58.8164.1
OG0011483	transcript_R07B7.12a.1	transcript_NIC58.8163.2
OG0011484	transcript_C13C4.4.1	transcript_NIC58.8156.1
OG0011485	transcript_C13C4.7.1	transcript_NIC58.8154.2
OG0011486	transcript_C13C4.6.1	transcript_NIC58.8153.1
OG0011487	transcript_C27A7.4.1	transcript_NIC58.8149.1
OG0011488	transcript_C27A7.5c.1	transcript_NIC58.8147.1
OG0011489	transcript_ZK863.2.1	transcript_NIC58.8144.1
OG0011490	transcript_ZK863.1.1	transcript_NIC58.8143.1
OG0011491	transcript_ZK863.9.1	transcript_NIC58.8142.1
OG0011492	transcript_ZK863.3.1	transcript_NIC58.8141.1
OG0011493	transcript_ZK863.5.1	transcript_NIC58.8139.1
OG0011494	transcript_ZK863.8.1	transcript_NIC58.8138.2
OG0011495	transcript_ZK863.6.2	transcript_NIC58.8137.1
OG0011496	transcript_ZK863.7a.1	transcript_NIC58.8136.1
OG0011497	transcript_ZK836.2a.1	transcript_NIC58.8132.1
OG0011498	transcript_ZK836.3.1	transcript_NIC58.8135.1
OG0011499	transcript_ZK836.1.1	transcript_NIC58.8133.1
OG0011500	transcript_K12F2.2a.1	transcript_NIC58.8131.2
OG0011501	transcript_T04H1.2.1	transcript_NIC58.8124.1
OG0011502	transcript_T04H1.4b.1	transcript_NIC58.8123.1
OG0011503	transcript_T04H1.5.1	transcript_NIC58.8122.1
OG0011504	transcript_T04H1.6.1	transcript_NIC58.8121.1
OG0011505	transcript_T04H1.7.1	transcript_NIC58.8120.1
OG0011506	transcript_T04H1.8.1	transcript_NIC58.8119.1
OG0011507	transcript_F55C5.3.1	transcript_NIC58.8116.1
OG0011508	transcript_F55C5.5.1	transcript_NIC58.8115.1
OG0011509	transcript_F55C5.4.1	transcript_NIC58.8114.1
OG0011510	transcript_F55C5.11.1	transcript_NIC58.8113.1
OG0011511	transcript_F55C5.7a.1	transcript_NIC58.8104.2
OG0011512	transcript_C51F7.1.1	transcript_NIC58.8090.1
OG0011513	transcript_R04F11.1.1	transcript_NIC58.8066.1
OG0011514	transcript_R04F11.3.1	transcript_NIC58.8067.1
OG0011515	transcript_R04F11.5.1	transcript_NIC58.8068.1
OG0011516	transcript_R04F11.2.2	transcript_NIC58.8069.1
OG0011517	transcript_R04F11.4b.1	transcript_NIC58.8070.1
OG0011518	transcript_F23H12.2.1	transcript_NIC58.8071.1
OG0011519	transcript_F23H12.1.1	transcript_NIC58.8073.1
OG0011520	transcript_F23H12.3a.1	transcript_NIC58.8074.1
OG0011521	transcript_F23H12.5.1	transcript_NIC58.8079.2
OG0011522	transcript_F23H12.8.1	transcript_NIC58.8080.1
OG0011523	transcript_F23H12.6.1	transcript_NIC58.8083.1
OG0011524	transcript_K01D12.4b.1	transcript_NIC58.8086.3
OG0011525	transcript_K01D12.5.1	transcript_NIC58.8087.1
OG0011526	transcript_K01D12.6.1	transcript_NIC58.8088.1
OG0011527	transcript_K01D12.14.1	transcript_NIC58.8061.1
OG0011528	transcript_C54D10.4.1	transcript_NIC58.8056.1
OG0011529	transcript_C54D10.5.1	transcript_NIC58.8055.1
OG0011530	transcript_C54D10.13.1	transcript_NIC58.8054.1
OG0011531	transcript_C54D10.14a.1	transcript_NIC58.8052.1
OG0011532	transcript_C54D10.8a.1	transcript_NIC58.8051.2
OG0011533	transcript_C54D10.9.1	transcript_NIC58.8050.1
OG0011534	transcript_C54D10.10.1	transcript_NIC58.8049.1
OG0011535	transcript_F28C1.1.1	transcript_NIC58.8048.1
OG0011536	transcript_F28C1.2b.1	transcript_NIC58.8047.3
OG0011537	transcript_F28C1.3a.1	transcript_NIC58.8046.1
OG0011538	transcript_W04D2.3b.1	transcript_NIC58.8037.1
OG0011539	transcript_W04D2.5.1	transcript_NIC58.8036.1
OG0011540	transcript_W04D2.4.1	transcript_NIC58.8035.1
OG0011541	transcript_W04D2.6c.1	transcript_NIC58.8034.2
OG0011542	transcript_T28H10.1a.1	transcript_NIC58.8033.1
OG0011543	transcript_T28H10.4.1	transcript_NIC58.8032.1
OG0011544	transcript_T28H10.2.1	transcript_NIC58.8031.1
OG0011545	transcript_T28H10.3.1	transcript_NIC58.8030.1
OG0011546	transcript_C13C12.1b.1	transcript_NIC58.8029.1
OG0011547	transcript_C13C12.2.2	transcript_NIC58.8028.1
OG0011548	transcript_F45D3.2b.1	transcript_NIC58.8026.1
OG0011549	transcript_F45D3.3.1	transcript_NIC58.8025.1
OG0011550	transcript_F45D3.4a.1	transcript_NIC58.8024.1
OG0011551	transcript_F45D3.5.1	transcript_NIC58.8023.1
OG0011552	transcript_E02A10.1.1	transcript_NIC58.8022.1
OG0011553	transcript_E02A10.4.1	transcript_NIC58.8021.1
OG0011554	transcript_E02A10.2a.1	transcript_NIC58.8020.1
OG0011555	transcript_E02A10.3d.1	transcript_NIC58.8019.4
OG0011556	transcript_C14C10.7.1	transcript_NIC58.8017.1
OG0011557	transcript_C14C10.2a.1	transcript_NIC58.8016.2
OG0011558	transcript_C14C10.4.1	transcript_NIC58.8015.1
OG0011559	transcript_C14C10.5a.1	transcript_NIC58.8013.2
OG0011560	transcript_C14C10.6.1	transcript_NIC58.8012.1
OG0011561	transcript_ZC116.3.1	transcript_NIC58.8006.3
OG0011562	transcript_F56H9.9.1	transcript_NIC58.8007.1
OG0011563	transcript_F56H9.2a.1	transcript_NIC58.7995.1
OG0011564	transcript_F56H9.8b.1	transcript_NIC58.7993.2
OG0011565	transcript_F56H9.5.1	transcript_NIC58.6672.1
OG0011566	transcript_W05B10.6.1	transcript_NIC58.6673.1
OG0011567	transcript_W05B10.2.1	transcript_NIC58.6671.1
OG0011568	transcript_W05B10.4.1	transcript_NIC58.6670.1
OG0011569	transcript_K10C8.2b.1	transcript_NIC58.6664.1
OG0011570	transcript_K10C8.1.1	transcript_NIC58.6665.1
OG0011571	transcript_K10C8.4.1	transcript_NIC58.6666.1
OG0011572	transcript_K10C8.3a.1	transcript_NIC58.6667.2
OG0011573	transcript_R11D1.1b.1	transcript_NIC58.6668.1
OG0011574	transcript_R11D1.7.1	transcript_NIC58.6661.2
OG0011575	transcript_R11D1.12a.1	transcript_NIC58.6660.1
OG0011576	transcript_R11D1.13.1	transcript_NIC58.6659.1
OG0011577	transcript_R11D1.8.2	transcript_NIC58.6658.1
OG0011578	transcript_R11D1.9.1	transcript_NIC58.6657.1
OG0011579	transcript_R11D1.10a.1	transcript_NIC58.6656.1
OG0011580	transcript_R11D1.11.1	transcript_NIC58.6655.1
OG0011581	transcript_C15C8.1.1	transcript_NIC58.6654.1
OG0011582	transcript_C15C8.2.1	transcript_NIC58.6653.1
OG0011583	transcript_C15C8.3a.1	transcript_NIC58.6652.2
OG0011584	transcript_C15C8.7.1	transcript_NIC58.6651.1
OG0011585	transcript_C15C8.4.1	transcript_NIC58.6650.1
OG0011586	transcript_C15C8.5.1	transcript_NIC58.6649.1
OG0011587	transcript_C15C8.6.1	transcript_NIC58.6648.1
OG0011588	transcript_C15C8.8.1	transcript_NIC58.6647.1
OG0011589	transcript_F18E2.5b.1	transcript_NIC58.6646.1
OG0011590	transcript_F18E2.1a.1	transcript_NIC58.6645.1
OG0011591	transcript_F18E2.2.1	transcript_NIC58.6643.1
OG0011592	transcript_F18E2.3.1	transcript_NIC58.6642.1
OG0011593	transcript_F18E2.4.1	transcript_NIC58.6641.1
OG0011594	transcript_ZC455.1c.1	transcript_NIC58.6640.2
OG0011595	transcript_ZC455.7b.1	transcript_NIC58.6638.1
OG0011597	transcript_ZC443.2.1	transcript_NIC58.7099.1
OG0011598	transcript_ZC443.3.1	transcript_NIC58.7100.3
OG0011599	transcript_ZC443.4.1	transcript_NIC58.7101.1
OG0011600	transcript_C44H9.5a.1	transcript_NIC58.8629.3
OG0011601	transcript_T07F10.1a.1	transcript_NIC58.8631.1
OG0011602	transcript_T07F10.6.1	transcript_NIC58.8632.1
OG0011603	transcript_T07F10.3.1	transcript_NIC58.8633.1
OG0011604	transcript_T07F10.4a.1	transcript_NIC58.8634.1
OG0011605	transcript_R90.5a.1	transcript_NIC58.8635.1
OG0011606	transcript_R90.1.1	transcript_NIC58.8636.1
OG0011607	transcript_R90.4.1	transcript_NIC58.8638.1
OG0011608	transcript_F54F3.1a.1	transcript_NIC58.8639.2
OG0011609	transcript_T16G1.1.1	transcript_NIC58.8642.1
OG0011610	transcript_T16G1.2a.1	transcript_NIC58.8643.1
OG0011611	transcript_T16G1.8.1	transcript_NIC58.8646.1
OG0011612	transcript_T16G1.9.1	transcript_NIC58.8647.3
OG0011613	transcript_T16G1.11.1	transcript_NIC58.8648.2
OG0011614	transcript_R186.6.1	transcript_NIC58.8649.1
OG0011615	transcript_R186.1.1	transcript_NIC58.8650.1
OG0011616	transcript_R186.2a.1	transcript_NIC58.8651.1
OG0011617	transcript_R186.3.1	transcript_NIC58.8652.1
OG0011618	transcript_R186.8.2	transcript_NIC58.8653.1
OG0011619	transcript_R186.4.1	transcript_NIC58.8654.1
OG0011620	transcript_R186.7.1	transcript_NIC58.8655.2
OG0011621	transcript_F15B9.8.1	transcript_NIC58.8657.1
OG0011622	transcript_F15B9.3a.1	transcript_NIC58.8659.1
OG0011623	transcript_F15B9.1.1	transcript_NIC58.8660.2
OG0011624	transcript_F15B9.2.1	transcript_NIC58.8661.1
OG0011625	transcript_F15B9.4.1	transcript_NIC58.8662.1
OG0011626	transcript_F15B9.5a.1	transcript_NIC58.8663.2
OG0011627	transcript_F15B9.6.1	transcript_NIC58.8665.1
OG0011628	transcript_F15B9.7a.1	transcript_NIC58.8666.1
OG0011629	transcript_W07G4.7.1	transcript_NIC58.8668.1
OG0011630	transcript_W07G4.3.1	transcript_NIC58.8669.1
OG0011631	transcript_W07G4.4.1	transcript_NIC58.8670.1
OG0011632	transcript_W07G4.5.1	transcript_NIC58.8671.1
OG0011633	transcript_W07G4.6b.1	transcript_NIC58.8672.1
OG0011634	transcript_C34B4.3.1	transcript_NIC58.8673.3
OG0011635	transcript_C34B4.2a.2	transcript_NIC58.8674.3
OG0011636	transcript_C34B4.1b.1	transcript_NIC58.8677.1
OG0011637	transcript_B0365.3.1	transcript_NIC58.8680.2
OG0011638	transcript_B0365.9.1	transcript_NIC58.8681.1
